employee_id,leave_type,start_date,end_date,days,status
EMP0170,Sick Leave,2025-06-11,2025-06-14,3,Approved
EMP0170,Sick Leave,2025-11-19,2025-11-22,3,Pending
EMP0171,Sick Leave,2025-10-17,2025-10-18,1,Pending
EMP0171,Casual Leave,2025-10-11,2025-10-16,5,Rejected
EMP0171,Sick Leave,2025-08-27,2025-09-01,5,Rejected
EMP0171,Earned Leave,2025-08-25,2025-08-30,5,Rejected
EMP0171,Earned Leave,2025-10-25,2025-10-26,1,Pending
EMP0171,Casual Leave,2026-01-19,2026-01-20,1,Pending
EMP0172,Casual Leave,2025-06-07,2025-06-08,1,Rejected
EMP0172,Sick Leave,2025-07-20,2025-07-24,4,Approved
EMP0173,Casual Leave,2025-05-21,2025-05-23,2,Approved
EMP0173,Earned Leave,2025-06-02,2025-06-07,5,Approved
EMP0173,Sick Leave,2026-03-02,2026-03-04,2,Rejected
EMP0173,Earned Leave,2026-02-26,2026-02-27,1,Approved
EMP0174,Sick Leave,2026-01-30,2026-02-02,3,Approved
EMP0174,Casual Leave,2026-03-11,2026-03-12,1,Pending
EMP0174,Sick Leave,2025-04-28,2025-05-03,5,Approved
EMP0175,Casual Leave,2025-12-01,2025-12-06,5,Pending
EMP0175,Casual Leave,2025-09-20,2025-09-22,2,Pending
EMP0175,Earned Leave,2026-02-13,2026-02-17,4,Rejected
EMP0175,Casual Leave,2026-03-24,2026-03-27,3,Rejected
EMP0175,Earned Leave,2025-04-28,2025-05-01,3,Approved
EMP0175,Earned Leave,2025-07-23,2025-07-26,3,Approved
EMP0176,Sick Leave,2025-11-18,2025-11-20,2,Rejected
EMP0176,Earned Leave,2025-06-06,2025-06-10,4,Approved
EMP0176,Sick Leave,2025-07-06,2025-07-07,1,Approved
EMP0176,Casual Leave,2025-06-29,2025-06-30,1,Pending
EMP0176,Earned Leave,2025-08-27,2025-09-01,5,Approved
EMP0176,Earned Leave,2025-08-01,2025-08-04,3,Rejected
EMP0176,Sick Leave,2025-09-02,2025-09-06,4,Pending
EMP0177,Casual Leave,2025-06-12,2025-06-13,1,Rejected
EMP0177,Earned Leave,2025-07-10,2025-07-15,5,Rejected
EMP0177,Casual Leave,2026-01-26,2026-01-28,2,Approved
EMP0177,Earned Leave,2025-12-07,2025-12-10,3,Rejected
EMP0177,Sick Leave,2025-04-14,2025-04-17,3,Pending
EMP0177,Casual Leave,2026-03-10,2026-03-12,2,Approved
EMP0178,Casual Leave,2025-08-12,2025-08-14,2,Approved
EMP0178,Sick Leave,2025-05-11,2025-05-15,4,Pending
EMP0178,Casual Leave,2025-08-28,2025-08-30,2,Approved
EMP0178,Casual Leave,2025-09-25,2025-09-26,1,Approved
EMP0179,Casual Leave,2025-04-07,2025-04-10,3,Approved
EMP0179,Sick Leave,2026-03-13,2026-03-16,3,Approved
EMP0179,Sick Leave,2025-07-04,2025-07-06,2,Rejected
EMP0179,Casual Leave,2025-04-10,2025-04-13,3,Pending
EMP0179,Earned Leave,2025-11-26,2025-11-27,1,Rejected
EMP0179,Sick Leave,2026-01-23,2026-01-24,1,Approved
EMP0180,Sick Leave,2025-09-20,2025-09-22,2,Rejected
EMP0180,Casual Leave,2025-11-07,2025-11-10,3,Pending
EMP0180,Sick Leave,2025-10-21,2025-10-24,3,Pending
EMP0180,Casual Leave,2025-11-30,2025-12-02,2,Rejected
EMP0180,Casual Leave,2025-06-04,2025-06-09,5,Pending
EMP0180,Sick Leave,2025-06-10,2025-06-11,1,Pending
EMP0180,Earned Leave,2026-01-07,2026-01-08,1,Rejected
EMP0181,Sick Leave,2026-02-17,2026-02-20,3,Pending
EMP0181,Earned Leave,2025-11-27,2025-11-30,3,Rejected
EMP0182,Earned Leave,2025-12-04,2025-12-07,3,Pending
EMP0182,Earned Leave,2025-04-21,2025-04-26,5,Rejected
EMP0182,Sick Leave,2026-02-22,2026-02-27,5,Rejected
EMP0182,Sick Leave,2026-03-23,2026-03-28,5,Pending
EMP0182,Sick Leave,2025-05-03,2025-05-06,3,Rejected
EMP0182,Casual Leave,2025-05-12,2025-05-14,2,Approved
EMP0182,Sick Leave,2026-01-31,2026-02-05,5,Approved
EMP0182,Casual Leave,2026-03-03,2026-03-08,5,Pending
EMP0183,Earned Leave,2025-05-08,2025-05-09,1,Rejected
EMP0183,Earned Leave,2025-11-21,2025-11-23,2,Rejected
EMP0183,Sick Leave,2025-09-22,2025-09-25,3,Rejected
EMP0183,Casual Leave,2026-02-22,2026-02-24,2,Approved
EMP0184,Earned Leave,2025-07-26,2025-07-27,1,Approved
EMP0184,Sick Leave,2025-10-24,2025-10-29,5,Approved
EMP0185,Sick Leave,2026-03-21,2026-03-26,5,Rejected
EMP0185,Casual Leave,2025-04-01,2025-04-05,4,Approved
EMP0185,Sick Leave,2026-01-26,2026-01-29,3,Approved
EMP0185,Earned Leave,2026-02-25,2026-02-26,1,Rejected
EMP0186,Sick Leave,2025-10-11,2025-10-14,3,Rejected
EMP0186,Sick Leave,2025-09-07,2025-09-09,2,Rejected
EMP0186,Earned Leave,2025-12-06,2025-12-07,1,Approved
EMP0186,Casual Leave,2025-08-08,2025-08-11,3,Approved
EMP0186,Casual Leave,2026-02-19,2026-02-22,3,Approved
EMP0186,Earned Leave,2025-04-23,2025-04-24,1,Approved
EMP0187,Casual Leave,2025-09-17,2025-09-20,3,Pending
EMP0187,Casual Leave,2026-03-06,2026-03-08,2,Approved
EMP0187,Casual Leave,2025-06-14,2025-06-19,5,Pending
EMP0187,Sick Leave,2026-01-18,2026-01-20,2,Rejected
EMP0187,Sick Leave,2025-08-29,2025-08-31,2,Approved
EMP0187,Sick Leave,2025-09-22,2025-09-25,3,Approved
EMP0187,Sick Leave,2025-06-02,2025-06-05,3,Approved
EMP0187,Casual Leave,2025-04-12,2025-04-16,4,Rejected
EMP0188,Casual Leave,2026-01-28,2026-02-01,4,Rejected
EMP0188,Earned Leave,2025-04-05,2025-04-09,4,Pending
EMP0189,Sick Leave,2025-12-23,2025-12-26,3,Rejected
EMP0189,Sick Leave,2025-04-04,2025-04-06,2,Approved
EMP0189,Casual Leave,2025-11-09,2025-11-13,4,Approved
EMP0189,Casual Leave,2025-08-09,2025-08-14,5,Pending
EMP0189,Sick Leave,2025-12-24,2025-12-29,5,Pending
EMP0189,Sick Leave,2025-05-08,2025-05-11,3,Rejected
EMP0190,Casual Leave,2026-02-16,2026-02-18,2,Approved
EMP0190,Casual Leave,2025-08-30,2025-09-03,4,Rejected
EMP0190,Casual Leave,2025-04-10,2025-04-14,4,Pending
EMP0190,Casual Leave,2025-06-12,2025-06-16,4,Pending
EMP0190,Casual Leave,2025-08-09,2025-08-10,1,Pending
EMP0190,Earned Leave,2025-12-18,2025-12-23,5,Rejected
EMP0190,Earned Leave,2025-11-07,2025-11-12,5,Approved
EMP0191,Sick Leave,2025-10-04,2025-10-06,2,Approved
EMP0191,Casual Leave,2025-08-09,2025-08-11,2,Approved
EMP0191,Sick Leave,2025-08-16,2025-08-17,1,Rejected
EMP0192,Earned Leave,2025-12-09,2025-12-12,3,Rejected
EMP0192,Sick Leave,2025-10-19,2025-10-23,4,Pending
EMP0192,Sick Leave,2025-12-22,2025-12-25,3,Rejected
EMP0192,Casual Leave,2025-08-06,2025-08-10,4,Pending
EMP0192,Casual Leave,2025-08-23,2025-08-25,2,Pending
EMP0192,Earned Leave,2025-05-21,2025-05-22,1,Rejected
EMP0192,Earned Leave,2025-12-24,2025-12-28,4,Rejected
EMP0193,Earned Leave,2026-01-24,2026-01-25,1,Approved
EMP0193,Earned Leave,2025-10-27,2025-10-30,3,Approved
EMP0193,Earned Leave,2025-11-19,2025-11-21,2,Pending
EMP0193,Sick Leave,2026-03-20,2026-03-25,5,Rejected
EMP0193,Sick Leave,2025-09-26,2025-09-28,2,Pending
EMP0194,Earned Leave,2025-05-19,2025-05-23,4,Pending
EMP0194,Sick Leave,2025-07-20,2025-07-21,1,Rejected
EMP0195,Sick Leave,2026-01-10,2026-01-15,5,Rejected
EMP0195,Earned Leave,2026-01-10,2026-01-15,5,Pending
EMP0195,Casual Leave,2026-03-23,2026-03-26,3,Rejected
EMP0195,Sick Leave,2026-02-11,2026-02-16,5,Approved
EMP0195,Casual Leave,2026-01-05,2026-01-09,4,Rejected
EMP0195,Earned Leave,2026-02-06,2026-02-11,5,Approved
EMP0195,Sick Leave,2026-01-16,2026-01-20,4,Pending
EMP0195,Earned Leave,2025-07-04,2025-07-09,5,Approved
EMP0196,Sick Leave,2026-01-11,2026-01-14,3,Approved
EMP0196,Casual Leave,2025-10-30,2025-11-03,4,Rejected
EMP0196,Casual Leave,2025-05-13,2025-05-16,3,Rejected
EMP0196,Earned Leave,2026-03-02,2026-03-03,1,Approved
EMP0196,Casual Leave,2025-08-10,2025-08-11,1,Approved
EMP0196,Earned Leave,2025-12-11,2025-12-12,1,Pending
EMP0197,Earned Leave,2025-11-01,2025-11-04,3,Pending
EMP0197,Earned Leave,2026-01-16,2026-01-20,4,Pending
EMP0197,Casual Leave,2025-11-30,2025-12-03,3,Approved
EMP0197,Earned Leave,2025-11-21,2025-11-26,5,Approved
EMP0197,Earned Leave,2025-08-11,2025-08-12,1,Pending
EMP0197,Casual Leave,2025-12-14,2025-12-15,1,Approved
EMP0198,Casual Leave,2026-02-28,2026-03-05,5,Pending
EMP0198,Casual Leave,2026-01-11,2026-01-15,4,Approved
EMP0198,Earned Leave,2026-01-25,2026-01-27,2,Pending
EMP0198,Casual Leave,2025-09-05,2025-09-10,5,Rejected
EMP0198,Sick Leave,2025-11-04,2025-11-08,4,Approved
EMP0198,Earned Leave,2025-08-18,2025-08-22,4,Rejected
EMP0198,Sick Leave,2026-01-29,2026-01-30,1,Approved
EMP0199,Sick Leave,2025-12-02,2025-12-05,3,Rejected
EMP0199,Casual Leave,2025-06-24,2025-06-27,3,Pending
EMP0199,Casual Leave,2025-09-05,2025-09-06,1,Approved
EMP0199,Casual Leave,2025-06-14,2025-06-15,1,Rejected
EMP0199,Earned Leave,2025-05-08,2025-05-11,3,Approved
EMP0200,Casual Leave,2026-01-28,2026-01-31,3,Pending
EMP0200,Earned Leave,2025-11-12,2025-11-15,3,Rejected
EMP0200,Sick Leave,2025-03-31,2025-04-04,4,Approved
EMP0200,Sick Leave,2025-07-26,2025-07-28,2,Pending
EMP0201,Earned Leave,2025-06-08,2025-06-11,3,Rejected
EMP0201,Casual Leave,2025-06-17,2025-06-19,2,Pending
EMP0201,Sick Leave,2025-04-13,2025-04-16,3,Pending
EMP0201,Casual Leave,2026-02-22,2026-02-24,2,Rejected
EMP0201,Earned Leave,2025-06-04,2025-06-07,3,Rejected
EMP0201,Earned Leave,2025-03-30,2025-04-02,3,Rejected
EMP0201,Earned Leave,2025-10-02,2025-10-06,4,Pending
EMP0202,Sick Leave,2025-06-01,2025-06-05,4,Rejected
EMP0202,Sick Leave,2025-04-19,2025-04-24,5,Approved
EMP0202,Casual Leave,2026-02-07,2026-02-12,5,Pending
EMP0202,Sick Leave,2025-06-21,2025-06-23,2,Pending
EMP0202,Sick Leave,2025-12-22,2025-12-23,1,Approved
EMP0202,Earned Leave,2025-05-06,2025-05-10,4,Pending
EMP0202,Casual Leave,2025-11-23,2025-11-27,4,Rejected
EMP0202,Casual Leave,2025-08-22,2025-08-25,3,Pending
EMP0203,Sick Leave,2025-03-28,2025-04-02,5,Pending
EMP0203,Sick Leave,2025-06-18,2025-06-19,1,Approved
EMP0203,Earned Leave,2025-07-05,2025-07-10,5,Pending
EMP0203,Sick Leave,2025-10-13,2025-10-16,3,Rejected
EMP0203,Sick Leave,2025-06-11,2025-06-13,2,Pending
EMP0203,Casual Leave,2025-05-17,2025-05-20,3,Rejected
EMP0204,Sick Leave,2026-02-02,2026-02-05,3,Pending
EMP0204,Casual Leave,2025-10-22,2025-10-24,2,Rejected
EMP0204,Earned Leave,2025-08-29,2025-09-01,3,Pending
EMP0204,Sick Leave,2025-04-07,2025-04-12,5,Rejected
EMP0205,Sick Leave,2025-04-27,2025-05-01,4,Approved
EMP0205,Earned Leave,2026-03-20,2026-03-23,3,Approved
EMP0205,Sick Leave,2025-08-07,2025-08-09,2,Approved
EMP0206,Earned Leave,2025-08-13,2025-08-16,3,Rejected
EMP0206,Sick Leave,2026-03-10,2026-03-13,3,Rejected
EMP0206,Earned Leave,2025-11-07,2025-11-12,5,Rejected
EMP0206,Earned Leave,2025-08-26,2025-08-30,4,Approved
EMP0206,Earned Leave,2025-11-13,2025-11-17,4,Pending
EMP0207,Sick Leave,2025-07-16,2025-07-21,5,Approved
EMP0207,Earned Leave,2025-06-30,2025-07-05,5,Rejected
EMP0207,Casual Leave,2025-08-22,2025-08-24,2,Pending
EMP0207,Earned Leave,2025-10-07,2025-10-09,2,Approved
EMP0207,Earned Leave,2025-11-17,2025-11-20,3,Approved
EMP0207,Casual Leave,2026-03-08,2026-03-10,2,Pending
EMP0208,Sick Leave,2025-05-15,2025-05-19,4,Rejected
EMP0208,Sick Leave,2025-07-22,2025-07-23,1,Pending
EMP0208,Earned Leave,2025-12-22,2025-12-25,3,Pending
EMP0208,Sick Leave,2025-05-25,2025-05-29,4,Approved
EMP0208,Casual Leave,2025-06-08,2025-06-10,2,Pending
EMP0209,Earned Leave,2025-09-23,2025-09-25,2,Rejected
EMP0209,Earned Leave,2025-09-14,2025-09-17,3,Pending
EMP0209,Earned Leave,2025-10-15,2025-10-20,5,Pending
EMP0209,Casual Leave,2026-03-13,2026-03-14,1,Pending
EMP0209,Sick Leave,2026-01-18,2026-01-20,2,Approved
EMP0209,Earned Leave,2025-04-26,2025-05-01,5,Pending
EMP0210,Casual Leave,2025-08-24,2025-08-25,1,Approved
EMP0210,Sick Leave,2025-10-14,2025-10-16,2,Pending
EMP0210,Earned Leave,2025-12-30,2025-12-31,1,Rejected
EMP0210,Casual Leave,2025-07-10,2025-07-11,1,Rejected
EMP0210,Earned Leave,2025-08-16,2025-08-19,3,Rejected
EMP0211,Casual Leave,2025-10-12,2025-10-16,4,Pending
EMP0211,Sick Leave,2026-02-24,2026-02-28,4,Approved
EMP0211,Sick Leave,2025-11-02,2025-11-06,4,Rejected
EMP0212,Casual Leave,2025-08-28,2025-08-30,2,Pending
EMP0212,Earned Leave,2025-05-30,2025-06-04,5,Pending
EMP0212,Casual Leave,2025-06-24,2025-06-25,1,Pending
EMP0212,Casual Leave,2026-02-09,2026-02-13,4,Pending
EMP0212,Casual Leave,2025-05-15,2025-05-16,1,Pending
EMP0212,Earned Leave,2026-02-27,2026-02-28,1,Pending
EMP0212,Earned Leave,2026-03-17,2026-03-19,2,Rejected
EMP0212,Earned Leave,2025-07-11,2025-07-16,5,Rejected
EMP0213,Casual Leave,2026-03-13,2026-03-15,2,Approved
EMP0213,Casual Leave,2025-09-07,2025-09-09,2,Rejected
EMP0213,Sick Leave,2025-06-25,2025-06-29,4,Rejected
EMP0213,Earned Leave,2026-01-12,2026-01-13,1,Rejected
EMP0213,Sick Leave,2025-08-02,2025-08-07,5,Pending
EMP0213,Earned Leave,2025-12-25,2025-12-27,2,Approved
EMP0213,Casual Leave,2026-01-06,2026-01-09,3,Approved
EMP0214,Casual Leave,2025-07-12,2025-07-15,3,Approved
EMP0214,Sick Leave,2026-01-21,2026-01-22,1,Pending
EMP0214,Sick Leave,2025-05-01,2025-05-03,2,Pending
EMP0214,Casual Leave,2026-03-17,2026-03-21,4,Pending
EMP0214,Sick Leave,2025-10-27,2025-10-31,4,Approved
EMP0215,Sick Leave,2025-06-07,2025-06-11,4,Pending
EMP0215,Sick Leave,2025-12-21,2025-12-24,3,Pending
EMP0215,Earned Leave,2026-02-15,2026-02-19,4,Rejected
EMP0215,Earned Leave,2026-01-29,2026-02-02,4,Pending
EMP0215,Sick Leave,2025-07-27,2025-08-01,5,Approved
EMP0215,Casual Leave,2026-03-24,2026-03-29,5,Approved
EMP0215,Earned Leave,2025-08-14,2025-08-19,5,Approved
EMP0216,Casual Leave,2025-05-16,2025-05-17,1,Pending
EMP0216,Casual Leave,2026-03-18,2026-03-23,5,Approved
EMP0217,Earned Leave,2025-11-24,2025-11-26,2,Rejected
EMP0217,Casual Leave,2025-09-17,2025-09-18,1,Approved
EMP0218,Earned Leave,2026-02-11,2026-02-16,5,Rejected
EMP0218,Earned Leave,2026-03-17,2026-03-19,2,Pending
EMP0218,Sick Leave,2026-03-14,2026-03-18,4,Rejected
EMP0218,Sick Leave,2025-09-29,2025-10-03,4,Approved
EMP0218,Earned Leave,2025-10-19,2025-10-22,3,Pending
EMP0218,Casual Leave,2026-01-29,2026-02-03,5,Rejected
EMP0218,Earned Leave,2025-04-14,2025-04-19,5,Approved
EMP0219,Earned Leave,2026-01-12,2026-01-16,4,Approved
EMP0219,Earned Leave,2025-07-22,2025-07-26,4,Pending
EMP0219,Sick Leave,2026-01-10,2026-01-14,4,Pending
EMP0219,Sick Leave,2025-10-29,2025-11-01,3,Pending
EMP0220,Casual Leave,2025-10-16,2025-10-19,3,Rejected
EMP0220,Sick Leave,2026-03-06,2026-03-10,4,Pending
EMP0220,Sick Leave,2025-07-11,2025-07-16,5,Pending
EMP0220,Sick Leave,2026-02-19,2026-02-20,1,Approved
EMP0220,Earned Leave,2025-12-06,2025-12-07,1,Pending
EMP0220,Sick Leave,2026-02-16,2026-02-20,4,Approved
EMP0220,Sick Leave,2025-07-07,2025-07-12,5,Pending
EMP0220,Casual Leave,2025-06-09,2025-06-12,3,Approved
EMP0221,Casual Leave,2026-01-20,2026-01-25,5,Approved
EMP0221,Sick Leave,2025-10-23,2025-10-28,5,Rejected
EMP0221,Earned Leave,2026-01-07,2026-01-12,5,Approved
EMP0221,Sick Leave,2025-05-14,2025-05-17,3,Rejected
EMP0221,Sick Leave,2025-03-31,2025-04-01,1,Approved
EMP0221,Sick Leave,2025-06-19,2025-06-24,5,Pending
EMP0221,Sick Leave,2025-07-18,2025-07-20,2,Pending
EMP0222,Casual Leave,2025-08-12,2025-08-16,4,Pending
EMP0222,Casual Leave,2025-04-04,2025-04-09,5,Pending
EMP0222,Casual Leave,2025-09-30,2025-10-02,2,Pending
EMP0223,Earned Leave,2026-01-03,2026-01-08,5,Pending
EMP0223,Casual Leave,2025-05-17,2025-05-20,3,Pending
EMP0223,Sick Leave,2025-09-18,2025-09-23,5,Approved
EMP0223,Casual Leave,2026-01-07,2026-01-12,5,Pending
EMP0224,Earned Leave,2025-04-24,2025-04-27,3,Rejected
EMP0224,Sick Leave,2025-07-02,2025-07-07,5,Rejected
EMP0224,Sick Leave,2025-05-25,2025-05-29,4,Rejected
EMP0224,Sick Leave,2025-07-26,2025-07-28,2,Pending
EMP0224,Casual Leave,2025-04-25,2025-04-28,3,Pending
EMP0224,Casual Leave,2026-01-11,2026-01-16,5,Rejected
EMP0224,Casual Leave,2025-09-30,2025-10-04,4,Approved
EMP0225,Casual Leave,2025-12-03,2025-12-04,1,Approved
EMP0225,Sick Leave,2025-10-02,2025-10-07,5,Approved
EMP0225,Sick Leave,2025-04-22,2025-04-24,2,Pending
EMP0225,Sick Leave,2025-06-01,2025-06-06,5,Pending
EMP0225,Casual Leave,2025-12-03,2025-12-08,5,Rejected
EMP0225,Casual Leave,2026-02-25,2026-02-28,3,Rejected
EMP0225,Casual Leave,2025-05-28,2025-06-01,4,Approved
EMP0226,Earned Leave,2025-09-22,2025-09-26,4,Rejected
EMP0226,Earned Leave,2025-05-30,2025-06-01,2,Approved
EMP0226,Casual Leave,2025-06-25,2025-06-29,4,Rejected
EMP0226,Sick Leave,2025-10-05,2025-10-10,5,Approved
EMP0226,Sick Leave,2025-07-22,2025-07-25,3,Pending
EMP0226,Sick Leave,2025-05-07,2025-05-10,3,Pending
EMP0226,Casual Leave,2026-02-22,2026-02-26,4,Rejected
EMP0227,Earned Leave,2025-08-14,2025-08-19,5,Rejected
EMP0227,Earned Leave,2025-09-08,2025-09-10,2,Rejected
EMP0227,Casual Leave,2025-09-19,2025-09-21,2,Pending
EMP0227,Earned Leave,2025-11-10,2025-11-13,3,Rejected
EMP0227,Earned Leave,2026-03-10,2026-03-14,4,Rejected
EMP0228,Earned Leave,2025-05-08,2025-05-11,3,Pending
EMP0228,Earned Leave,2026-03-12,2026-03-13,1,Rejected
EMP0228,Casual Leave,2026-01-11,2026-01-16,5,Pending
EMP0228,Earned Leave,2025-10-03,2025-10-05,2,Rejected
EMP0228,Earned Leave,2025-10-08,2025-10-12,4,Approved
EMP0228,Sick Leave,2026-03-21,2026-03-25,4,Pending
EMP0229,Sick Leave,2025-10-01,2025-10-03,2,Approved
EMP0229,Casual Leave,2025-12-19,2025-12-22,3,Rejected
EMP0229,Sick Leave,2025-08-03,2025-08-08,5,Approved
EMP0229,Casual Leave,2025-08-24,2025-08-26,2,Pending
EMP0230,Casual Leave,2026-03-06,2026-03-09,3,Pending
EMP0230,Casual Leave,2025-06-05,2025-06-10,5,Pending
EMP0230,Sick Leave,2025-04-25,2025-04-30,5,Pending
EMP0230,Earned Leave,2025-08-22,2025-08-23,1,Approved
EMP0230,Casual Leave,2025-05-24,2025-05-25,1,Approved
EMP0230,Casual Leave,2025-06-26,2025-06-30,4,Rejected
EMP0231,Sick Leave,2025-10-10,2025-10-13,3,Approved
EMP0231,Sick Leave,2025-07-29,2025-08-03,5,Pending
EMP0231,Casual Leave,2026-03-16,2026-03-21,5,Approved
EMP0231,Earned Leave,2025-10-16,2025-10-19,3,Rejected
EMP0231,Earned Leave,2025-06-02,2025-06-06,4,Rejected
EMP0232,Earned Leave,2026-02-18,2026-02-21,3,Pending
EMP0232,Sick Leave,2025-06-12,2025-06-13,1,Rejected
EMP0232,Sick Leave,2025-10-05,2025-10-07,2,Rejected
EMP0232,Casual Leave,2025-09-27,2025-09-28,1,Rejected
EMP0232,Earned Leave,2026-03-07,2026-03-11,4,Pending
EMP0232,Casual Leave,2025-06-09,2025-06-10,1,Approved
EMP0233,Earned Leave,2025-07-26,2025-07-28,2,Pending
EMP0233,Casual Leave,2025-05-25,2025-05-26,1,Rejected
EMP0233,Casual Leave,2025-08-26,2025-08-28,2,Pending
EMP0233,Earned Leave,2025-07-13,2025-07-16,3,Approved
EMP0233,Earned Leave,2025-11-05,2025-11-08,3,Approved
EMP0234,Earned Leave,2025-12-15,2025-12-18,3,Rejected
EMP0234,Casual Leave,2025-03-31,2025-04-03,3,Rejected
EMP0234,Sick Leave,2026-03-15,2026-03-17,2,Approved
EMP0234,Earned Leave,2025-07-11,2025-07-16,5,Approved
EMP0235,Casual Leave,2025-11-12,2025-11-16,4,Approved
EMP0235,Sick Leave,2025-07-06,2025-07-10,4,Approved
EMP0235,Sick Leave,2025-07-21,2025-07-23,2,Rejected
EMP0235,Earned Leave,2025-06-20,2025-06-23,3,Rejected
EMP0235,Sick Leave,2025-08-30,2025-08-31,1,Approved
EMP0235,Casual Leave,2025-12-10,2025-12-15,5,Approved
EMP0235,Earned Leave,2025-10-28,2025-10-29,1,Approved
EMP0235,Sick Leave,2025-10-30,2025-11-04,5,Approved
EMP0236,Sick Leave,2026-03-01,2026-03-06,5,Pending
EMP0236,Earned Leave,2025-12-13,2025-12-15,2,Rejected
EMP0236,Sick Leave,2025-07-11,2025-07-16,5,Rejected
EMP0236,Earned Leave,2026-01-26,2026-01-29,3,Approved
EMP0236,Sick Leave,2025-05-31,2025-06-05,5,Approved
EMP0237,Casual Leave,2026-03-25,2026-03-28,3,Approved
EMP0237,Earned Leave,2025-05-01,2025-05-06,5,Rejected
EMP0237,Casual Leave,2025-06-23,2025-06-26,3,Pending
EMP0238,Sick Leave,2025-05-05,2025-05-07,2,Rejected
EMP0238,Sick Leave,2025-09-20,2025-09-22,2,Pending
EMP0238,Earned Leave,2025-09-09,2025-09-14,5,Rejected
EMP0238,Casual Leave,2026-01-09,2026-01-14,5,Rejected
EMP0238,Sick Leave,2025-11-24,2025-11-29,5,Approved
EMP0238,Sick Leave,2025-10-23,2025-10-24,1,Rejected
EMP0239,Earned Leave,2025-04-05,2025-04-09,4,Pending
EMP0239,Earned Leave,2026-01-14,2026-01-16,2,Pending
EMP0239,Sick Leave,2025-06-27,2025-07-02,5,Approved
EMP0239,Earned Leave,2026-03-11,2026-03-15,4,Approved
EMP0239,Casual Leave,2025-10-04,2025-10-07,3,Rejected
EMP0239,Casual Leave,2025-11-06,2025-11-08,2,Rejected
EMP0239,Earned Leave,2025-08-17,2025-08-22,5,Rejected
EMP0239,Earned Leave,2025-06-09,2025-06-13,4,Rejected
EMP0240,Earned Leave,2026-02-20,2026-02-25,5,Approved
EMP0240,Earned Leave,2025-07-24,2025-07-27,3,Approved
EMP0240,Sick Leave,2025-12-13,2025-12-16,3,Rejected
EMP0240,Sick Leave,2025-08-16,2025-08-20,4,Approved
EMP0240,Sick Leave,2025-10-24,2025-10-29,5,Pending
EMP0240,Earned Leave,2025-07-02,2025-07-03,1,Rejected
EMP0240,Sick Leave,2025-09-21,2025-09-26,5,Approved
EMP0240,Casual Leave,2025-05-15,2025-05-18,3,Approved
EMP0241,Earned Leave,2026-01-25,2026-01-29,4,Pending
EMP0241,Earned Leave,2025-08-13,2025-08-18,5,Pending
EMP0241,Earned Leave,2026-02-24,2026-02-28,4,Approved
EMP0241,Sick Leave,2026-03-10,2026-03-11,1,Pending
EMP0242,Casual Leave,2026-02-21,2026-02-26,5,Approved
EMP0242,Sick Leave,2025-04-05,2025-04-08,3,Rejected
EMP0242,Earned Leave,2025-07-07,2025-07-08,1,Rejected
EMP0242,Earned Leave,2025-06-15,2025-06-20,5,Approved
EMP0243,Casual Leave,2026-03-01,2026-03-03,2,Pending
EMP0243,Casual Leave,2025-07-02,2025-07-05,3,Approved
EMP0243,Earned Leave,2026-01-29,2026-01-31,2,Pending
EMP0243,Sick Leave,2026-01-23,2026-01-28,5,Approved
EMP0243,Casual Leave,2025-07-29,2025-07-31,2,Pending
EMP0243,Casual Leave,2026-01-10,2026-01-14,4,Approved
EMP0244,Sick Leave,2025-04-19,2025-04-20,1,Pending
EMP0244,Casual Leave,2025-04-17,2025-04-22,5,Rejected
EMP0244,Casual Leave,2025-09-02,2025-09-03,1,Pending
EMP0245,Earned Leave,2025-12-19,2025-12-22,3,Pending
EMP0245,Earned Leave,2025-06-03,2025-06-05,2,Approved
EMP0245,Sick Leave,2025-11-18,2025-11-19,1,Pending
EMP0245,Earned Leave,2025-09-03,2025-09-08,5,Pending
EMP0245,Earned Leave,2025-04-30,2025-05-05,5,Approved
EMP0245,Earned Leave,2026-03-18,2026-03-21,3,Rejected
EMP0245,Casual Leave,2025-10-09,2025-10-10,1,Pending
EMP0245,Casual Leave,2026-01-16,2026-01-20,4,Pending
EMP0246,Sick Leave,2025-05-07,2025-05-11,4,Rejected
EMP0246,Sick Leave,2025-07-02,2025-07-05,3,Rejected
EMP0246,Casual Leave,2025-04-06,2025-04-07,1,Approved
EMP0246,Earned Leave,2026-03-19,2026-03-21,2,Approved
EMP0246,Sick Leave,2025-05-26,2025-05-29,3,Approved
EMP0246,Sick Leave,2025-07-16,2025-07-17,1,Pending
EMP0247,Casual Leave,2025-12-15,2025-12-17,2,Pending
EMP0247,Casual Leave,2025-05-20,2025-05-21,1,Approved
EMP0247,Earned Leave,2025-12-29,2026-01-01,3,Rejected
EMP0247,Sick Leave,2025-09-15,2025-09-19,4,Approved
EMP0248,Casual Leave,2025-04-15,2025-04-17,2,Pending
EMP0248,Earned Leave,2025-05-26,2025-05-31,5,Rejected
EMP0248,Casual Leave,2025-08-10,2025-08-14,4,Rejected
EMP0248,Earned Leave,2025-07-05,2025-07-08,3,Rejected
EMP0248,Sick Leave,2025-09-07,2025-09-08,1,Pending
EMP0249,Earned Leave,2025-07-13,2025-07-15,2,Pending
EMP0249,Casual Leave,2025-06-05,2025-06-07,2,Pending
